# cluster_size   prob
0.000000000000000000e+00 2.338935082856775431e-05
1.000000000000000000e+00 5.268451274134886182e-03
2.000000000000000000e+00 7.178776503058158232e-02
3.000000000000000000e+00 3.618244863113824206e-01
4.000000000000000000e+00 5.063852927761990363e-01
5.000000000000000000e+00 5.281607783975955650e-02
6.000000000000000000e+00 1.879919072846133066e-03
7.000000000000000000e+00 1.461834426785484602e-05
