    0.010000    0.707592   -0.011788   -0.009459    0.096143    0.031709    0.001506   -0.001152   -0.087454    0.082600   -0.470130    0.102419    0.053531    0.054683    0.067565   -0.261513    0.275445    0.709756    0.690941    0.111843    0.124353   -1.638970    1.779011   -0.263070    0.041772    0.041503   -0.613311    0.670236   -0.085642    0.008678   -0.121848    0.135316   -0.496717   -0.147089    0.159969    0.660666   -1.925413    1.218486
    0.020000    0.709943   -0.011778   -0.009432    0.096159    0.031730    0.001518   -0.001131   -0.087476    0.082599   -0.469432    0.102253    0.053659    0.054928    0.068011   -0.261840    0.275680    0.709667    0.690900    0.111807    0.124292   -1.638694    1.778655   -0.263048    0.041818    0.041597   -0.613343    0.670198   -0.085556    0.008855   -0.121991    0.135413   -0.496297   -0.147360    0.160179    0.660577   -1.925172    1.218185
    0.030000    0.713853   -0.011763   -0.009387    0.096185    0.031764    0.001539   -0.001095   -0.087514    0.082596   -0.468271    0.101976    0.053871    0.055337    0.068754   -0.262383    0.276072    0.709518    0.690832    0.111747    0.124191   -1.638233    1.778060   -0.263011    0.041894    0.041753   -0.613395    0.670134   -0.085412    0.009150   -0.122228    0.135573   -0.495600   -0.147811    0.160529    0.660427   -1.924770    1.217683
    0.040000    0.719313   -0.011742   -0.009324    0.096222    0.031811    0.001569   -0.001045   -0.087567    0.082593   -0.466647    0.101588    0.054168    0.055907    0.069792   -0.263143    0.276618    0.709309    0.690736    0.111662    0.124050   -1.637586    1.777226   -0.262960    0.042001    0.041971   -0.613467    0.670045   -0.085211    0.009562   -0.122558    0.135797   -0.494624   -0.148441    0.161017    0.660215   -1.924205    1.216979
    0.050000    0.726308   -0.011715   -0.009244    0.096269    0.031872    0.001606   -0.000981   -0.087634    0.082587   -0.464566    0.101088    0.054548    0.056638    0.071123   -0.264116    0.277318    0.709038    0.690612    0.111554    0.123868   -1.636752    1.776152   -0.262894    0.042138    0.042250   -0.613558    0.669928   -0.084953    0.010090   -0.122982    0.136084   -0.493371   -0.149248    0.161643    0.659937   -1.923475    1.216070
    0.060000    0.734819   -0.011681   -0.009146    0.096326    0.031946    0.001652   -0.000903   -0.087715    0.082580   -0.462030    0.100478    0.055010    0.057530    0.072745   -0.265300    0.278170    0.708704    0.690460    0.111421    0.123646   -1.635728    1.774837   -0.262814    0.042305    0.042592   -0.613667    0.669785   -0.084638    0.010735   -0.123498    0.136433   -0.491844   -0.150231    0.162405    0.659591   -1.922579    1.214956
    0.070000    0.744822   -0.011642   -0.009031    0.096391    0.032033    0.001705   -0.000811   -0.087810    0.082571   -0.459045    0.099756    0.055554    0.058580    0.074654   -0.266692    0.279170    0.708306    0.690279    0.111263    0.123382   -1.634514    1.773279   -0.262720    0.042502    0.042994   -0.613791    0.669614   -0.084267    0.011495   -0.124105    0.136844   -0.490043   -0.151386    0.163300    0.659173   -1.921512    1.213633
    0.080000    0.756290   -0.011597   -0.008898    0.096466    0.032132    0.001767   -0.000706   -0.087919    0.082560   -0.455616    0.098922    0.056177    0.059786    0.076846   -0.268289    0.280316    0.707841    0.690070    0.111082    0.123077   -1.633105    1.771476   -0.262613    0.042728    0.043457   -0.613931    0.669414   -0.083840    0.012369   -0.124801    0.137315   -0.487972   -0.152712    0.164327    0.658677   -1.920272    1.212100
    0.090000    0.769193   -0.011546   -0.008749    0.096548    0.032244    0.001837   -0.000587   -0.088040    0.082545   -0.451749    0.097976    0.056877    0.061146    0.079318   -0.270086    0.281605    0.707308    0.689831    0.110875    0.122731   -1.631499    1.769427   -0.262493    0.042983    0.043980   -0.614082    0.669185   -0.083359    0.013355   -0.125584    0.137846   -0.485632   -0.154204    0.165482    0.658099   -1.918854    1.210353
    0.100000    0.783495   -0.011489   -0.008583    0.096638    0.032367    0.001914   -0.000455   -0.088173    0.082526   -0.447453    0.096918    0.057654    0.062658    0.082064   -0.272079    0.283033    0.706704    0.689563    0.110644    0.122343   -1.629692    1.767128   -0.262360    0.043267    0.044562   -0.614244    0.668924   -0.082822    0.014453   -0.126453    0.138434   -0.483027   -0.155859    0.166764    0.657433   -1.917254    1.208388
