# Output from lmp_rdf_msd_13
         0        0.0000000000        0.0000000000        0.0000000000
         1        1.6754638855        0.6893674499        2.6885609049
         2        2.7259428664        1.0923064746        4.5524525654
         3        3.6753317106        1.4274669160        6.2900947681
         4        4.5778530557        1.7319329941        7.9569705126
         5        5.4343519220        2.0276510042        9.5731825958
         6        6.2508468891        2.3103892696       11.1557872922
         7        7.0490843817        2.5887955685       12.7147818523
         8        7.8340517124        2.8630371297       14.2547343265
         9        8.5932948993        3.1377831485       15.7727796667
        10        9.3331442496        3.4110951583       17.2752769006
        11       10.0735280828        3.6792933367       18.7675538697
        12       10.7883916250        3.9452428185       20.2386770605
        13       11.4934425037        4.2079751959       21.6991754123
        14       12.1856114215        4.4703755277       23.1493835083
        15       12.8540860416        4.7251604352       24.5878917548
        16       13.5177185146        4.9786450515       26.0201965611
        17       14.1826109228        5.2317784692       27.4368319501
        18       14.8363044315        5.4821793468       28.8526054735
        19       15.5037005443        5.7360614038       30.2612679528
        20       16.1574230022        5.9839139606       31.6608022528
        21       16.8111032864        6.2331295683       33.0590083786
        22       17.4655249802        6.4785603558       34.4578652693
        23       18.1175977417        6.7246948489       35.8403667927
        24       18.7639098024        6.9697375129       37.2224208098
        25       19.4013886316        7.2123456561       38.6094043253
        26       20.0358092396        7.4492711695       39.9896112120
        27       20.6733880679        7.6864168343       41.3714465944
        28       21.3281371146        7.9245955513       42.7430833890
        29       21.9793598472        8.1662516956       44.1195777369
        30       22.6275624416        8.4012839189       45.4887902326
        31       23.2654529515        8.6359160749       46.8526921310
        32       23.9121378555        8.8753247136       48.2225472413
        33       24.5531761180        9.1117109137       49.5997715426
        34       25.1896135658        9.3447698064       50.9735137212
        35       25.8152996089        9.5778629956       52.3535190838
        36       26.4440999906        9.8116560134       53.7182812817
        37       27.0819336363       10.0447968608       55.0739631464
        38       27.6999839083       10.2786780350       56.4342521183
        39       28.3254763809       10.5111406219       57.7958963785
        40       28.9405222147       10.7388519292       59.1537368743
        41       29.5659245977       10.9650043402       60.5114062658
        42       30.1882320680       11.2006657928       61.8706647306
        43       30.8140548317       11.4268656745       63.2305347009
        44       31.4299254344       11.6571756556       64.5767711190
        45       32.0513106747       11.8799556570       65.9323509874
        46       32.6667182352       12.1012955373       67.2779779900
        47       33.2896444968       12.3214740185       68.6233431286
        48       33.9151787291       12.5391743206       69.9654283657
        49       34.5374137674       12.7605066077       71.3022995667
        50       35.1633697766       12.9841385547       72.6497291283
        51       35.7990652027       13.2033395286       73.9883267124
        52       36.4271354144       13.4264809509       75.3417922673
        53       37.0459673328       13.6455167734       76.7014786020
        54       37.6599235688       13.8705450029       78.0570174548
        55       38.2802446056       14.0948723720       79.4031287544
        56       38.8910567712       14.3190666555       80.7505777327
        57       39.5123830728       14.5416712983       82.0925822969
        58       40.1197652681       14.7597881270       83.4328366263
        59       40.7196307840       14.9767407795       84.7696165693
        60       41.3245772821       15.1963290165       86.1108152929
        61       41.9358467994       15.4225917794       87.4555151369
        62       42.5463531438       15.6438330925       88.7966816639
        63       43.1524471874       15.8629569377       90.1336049588
        64       43.7464142487       16.0863823178       91.4595176796
        65       44.3230379623       16.3111739886       92.7903535024
        66       44.9095509690       16.5323344271       94.1265609380
        67       45.4900838812       16.7515209033       95.4553797744
        68       46.0780665630       16.9665687662       96.7820595204
        69       46.6717456454       17.1817863768       98.1073312239
        70       47.2622390130       17.4030877890       99.4229674633
        71       47.8544821893       17.6233349269      100.7422203152
        72       48.4543251776       17.8441293061      102.0598759284
        73       49.0616318845       18.0632617437      103.3848575706
        74       49.6604510677       18.2817433168      104.7051128579
        75       50.2701768972       18.5029413023      106.0339733934
        76       50.8823651678       18.7185903928      107.3499758973
        77       51.4800600299       18.9417756894      108.6630155724
