 # S(q): q, total, 1-1, 1-2 ... 1-N, 2-2 ... 2-N ...
    0.010000   -1.153163   -0.005357    0.014802   -0.023566   -0.003476    0.010099    0.002873    0.010365    0.002034   -0.115657   -0.113060   -0.017648    0.054975    0.009878    0.031269    0.005768   -0.001931    0.075270   -0.031612   -0.014263   -0.223769   -0.049426   -0.049423   -0.005792   -0.002339   -0.040598   -0.009370   -0.421105    0.002286    0.008116   -0.000390   -0.040950    0.007271    0.001127    0.004250    0.035949    0.003464
    0.020000   -1.153046   -0.005249    0.014663   -0.023388   -0.003442    0.009989    0.002843    0.010284    0.002013   -0.115574   -0.113278   -0.017616    0.055184    0.009934    0.031212    0.005747   -0.001685    0.075278   -0.031643   -0.014285   -0.224165   -0.049414   -0.049237   -0.005755   -0.002332   -0.040580   -0.009345   -0.420414    0.002355    0.007965   -0.000414   -0.040896    0.007236    0.001119    0.004363    0.035928    0.003457
    0.030000   -1.152812   -0.005080    0.014443   -0.023109   -0.003390    0.009815    0.002795    0.010159    0.001981   -0.115429   -0.113634   -0.017563    0.055531    0.010027    0.031116    0.005712   -0.001272    0.075290   -0.031694   -0.014321   -0.224811   -0.049393   -0.048928   -0.005694   -0.002321   -0.040549   -0.009304   -0.419276    0.002470    0.007713   -0.000454   -0.040804    0.007176    0.001106    0.004551    0.035892    0.003444
    0.040000   -1.152409   -0.004866    0.014161   -0.022755   -0.003322    0.009592    0.002734    0.009998    0.001939   -0.115215   -0.114120   -0.017488    0.056014    0.010155    0.030978    0.005663   -0.000692    0.075303   -0.031764   -0.014370   -0.225691   -0.049358   -0.048501   -0.005609   -0.002305   -0.040505   -0.009247   -0.417713    0.002631    0.007362   -0.000510   -0.040672    0.007092    0.001086    0.004814    0.035839    0.003426
    0.050000   -1.151777   -0.004626    0.013836   -0.022355   -0.003245    0.009333    0.002662    0.009818    0.001892   -0.114920   -0.114724   -0.017391    0.056632    0.010319    0.030795    0.005599    0.000058    0.075312   -0.031852   -0.014430   -0.226782   -0.049305   -0.047961   -0.005501   -0.002285   -0.040446   -0.009174   -0.415756    0.002836    0.006911   -0.000580   -0.040499    0.006983    0.001062    0.005151    0.035766    0.003403
    0.060000   -1.150853   -0.004377    0.013493   -0.021945   -0.003163    0.009057    0.002586    0.009631    0.001840   -0.114531   -0.115433   -0.017272    0.057383    0.010516    0.030563    0.005520    0.000981    0.075316   -0.031957   -0.014499   -0.228056   -0.049230   -0.047317   -0.005372   -0.002261   -0.040370   -0.009085   -0.413449    0.003085    0.006361   -0.000665   -0.040281    0.006848    0.001033    0.005561    0.035669    0.003374
    0.070000   -1.149580   -0.004135    0.013151   -0.021555   -0.003083    0.008780    0.002508    0.009453    0.001789   -0.114036   -0.116234   -0.017131    0.058265    0.010745    0.030279    0.005427    0.002078    0.075311   -0.032078   -0.014577   -0.229485   -0.049126   -0.046576   -0.005222   -0.002232   -0.040278   -0.008981   -0.410846    0.003377    0.005713   -0.000764   -0.040017    0.006688    0.000998    0.006043    0.035546    0.003340
    0.080000   -1.147917   -0.003912    0.012830   -0.021216   -0.003008    0.008515    0.002434    0.009296    0.001740   -0.113423   -0.117109   -0.016969    0.059277    0.011004    0.029939    0.005319    0.003352    0.075295   -0.032214   -0.014661   -0.231039   -0.048989   -0.045751   -0.005053   -0.002199   -0.040170   -0.008864   -0.408010    0.003712    0.004969   -0.000875   -0.039704    0.006502    0.000958    0.006595    0.035394    0.003301
    0.090000   -1.145839   -0.003717    0.012545   -0.020950   -0.002942    0.008274    0.002366    0.009171    0.001696   -0.112682   -0.118045   -0.016787    0.060419    0.011291    0.029539    0.005197    0.004803    0.075266   -0.032366   -0.014749   -0.232688   -0.048815   -0.044854   -0.004867   -0.002162   -0.040045   -0.008733   -0.405017    0.004087    0.004130   -0.000998   -0.039343    0.006291    0.000915    0.007216    0.035211    0.003255
    0.100000   -1.143339   -0.003554    0.012306   -0.020774   -0.002888    0.008063    0.002305    0.009086    0.001658   -0.111802   -0.119027   -0.016586    0.061693    0.011605    0.029079    0.005061    0.006433    0.075226   -0.032534   -0.014840   -0.234403   -0.048599   -0.043898   -0.004666   -0.002121   -0.039906   -0.008591   -0.401944    0.004503    0.003197   -0.001133   -0.038934    0.006054    0.000866    0.007901    0.034994    0.003205
    0.110000   -1.140425   -0.003423    0.012118   -0.020699   -0.002848    0.007888    0.002254    0.009044    0.001626   -0.110779   -0.120042   -0.016368    0.063098    0.011943    0.028555    0.004912    0.008239    0.075176   -0.032718   -0.014932   -0.236156   -0.048339   -0.042898   -0.004450   -0.002077   -0.039754   -0.008439   -0.398875    0.004959    0.002172   -0.001277   -0.038477    0.005792    0.000814    0.008649    0.034743    0.003149
