# cluster_size   prob
0.000000000000000000e+00 3.981416666666666715e-01
1.000000000000000000e+00 3.701499999999999790e-01
2.000000000000000000e+00 1.680902777777777690e-01
3.000000000000000000e+00 5.240416666666666834e-02
4.000000000000000000e+00 9.798611111111110369e-03
5.000000000000000000e+00 1.343055555555555452e-03
6.000000000000000000e+00 7.083333333333333842e-05
7.000000000000000000e+00 1.388888888888888955e-06
