# frac_cluster_size	cum_prob
7.142857142857142461e-02 3.843634331620034983e-01
1.428571428571428492e-01 5.041689028067477540e-01
2.142857142857142738e-01 5.337855407954942288e-01
2.857142857142856984e-01 5.625114112303105651e-01
3.571428571428571508e-01 5.787831340632832999e-01
4.285714285714285476e-01 6.018435015463946547e-01
5.000000000000000000e-01 6.196256563186403055e-01
5.714285714285713969e-01 6.397924124309102289e-01
6.428571428571429047e-01 6.576132962272398519e-01
7.142857142857143016e-01 6.863612975329612675e-01
7.857142857142856984e-01 7.394145278102057794e-01
8.571428571428570953e-01 8.162141825686196617e-01
9.285714285714286031e-01 9.138832485905402647e-01
1.000000000000000000e+00 1.000000000000000000e+00
