# frac_cluster_size	cum_prob
2.000000000000000042e-02 2.374043253296454492e-01
4.000000000000000083e-02 3.129902954290755823e-01
5.999999999999999778e-02 3.168768926297718114e-01
8.000000000000000167e-02 3.195355158682848806e-01
1.000000000000000056e-01 3.216218793962660194e-01
1.199999999999999956e-01 3.269987362598059111e-01
1.400000000000000133e-01 3.297288919621355063e-01
1.600000000000000033e-01 3.347480865065929345e-01
1.799999999999999933e-01 3.347600085838957074e-01
8.000000000000000444e-01 3.348196189704094605e-01
8.199999999999999512e-01 3.359522163141706597e-01
8.399999999999999689e-01 3.427001120675267076e-01
8.599999999999999867e-01 3.454541119244617930e-01
8.800000000000000044e-01 3.502825532320752444e-01
9.000000000000000222e-01 3.521543193686068607e-01
9.200000000000000400e-01 3.566489425117433387e-01
9.399999999999999467e-01 3.740194091418489464e-01
9.599999999999999645e-01 4.640430148549083977e-01
9.799999999999999822e-01 6.044612413266888806e-01
1.000000000000000000e+00 1.000000000000000000e+00
