# cluster_size   prob
0.000000000000000000e+00 3.831833333333333202e-01
1.000000000000000000e+00 3.503027777777777962e-01
2.000000000000000000e+00 1.800888888888888817e-01
3.000000000000000000e+00 6.840555555555555278e-02
4.000000000000000000e+00 1.349166666666666743e-02
5.000000000000000000e+00 4.011111111111111127e-03
6.000000000000000000e+00 5.055555555555555323e-04
7.000000000000000000e+00 1.111111111111111164e-05
