# frac_cluster_size	cum_prob
1.111111111111111049e-01 3.734125476379629993e-01
2.222222222222222099e-01 4.773352676361207747e-01
3.333333333333333148e-01 5.304595120490944726e-01
4.444444444444444198e-01 5.722197275856908405e-01
5.555555555555555802e-01 6.169044247176264095e-01
6.666666666666666297e-01 6.721011364028877111e-01
7.777777777777777901e-01 7.488630214270088903e-01
8.888888888888888395e-01 8.637698179682913313e-01
1.000000000000000000e+00 1.000000000000000000e+00
