# cluster_size   prob
0.000000000000000000e+00 2.513888888888888857e-03
1.000000000000000000e+00 1.811944444444444496e-02
2.000000000000000000e+00 1.299388888888888816e-01
3.000000000000000000e+00 3.395138888888888928e-01
4.000000000000000000e+00 3.984888888888888925e-01
5.000000000000000000e+00 1.027027777777777817e-01
6.000000000000000000e+00 8.697222222222222507e-03
7.000000000000000000e+00 2.500000000000000120e-05
