# Output from lmp_rdf_msd_13
         0        0.0000000000        0.0000000000        0.0000000000
         1        0.7718572896        0.3563192165        1.1797035894
         2        1.0929111239        0.4434632564        1.7128877215
         3        1.3750235736        0.5338742645        2.1969342952
         4        1.6372909032        0.6106710864        2.6513507107
         5        1.8882960534        0.6844766367        3.0890975246
         6        2.1324024293        0.7544634085        3.5147353567
         7        2.3654966627        0.8189477163        3.9283439403
         8        2.5928995211        0.8820215658        4.3415137426
         9        2.8199083219        0.9459773554        4.7538746914
        10        3.0327110252        1.0075572062        5.1615790553
        11        3.2414037342        1.0679591723        5.5595830847
        12        3.4505931017        1.1265716759        5.9533927598
        13        3.6583079952        1.1835000696        6.3475044040
        14        3.8639415061        1.2406123807        6.7388955745
        15        4.0696357400        1.2958394505        7.1219904417
        16        4.2668356662        1.3477621792        7.5020992572
        17        4.4671699060        1.4025948125        7.8852149297
        18        4.6742167519        1.4562493335        8.2686606334
        19        4.8715352500        1.5094195727        8.6498335970
        20        5.0701602199        1.5600085888        9.0287972663
        21        5.2644910640        1.6151693168        9.4063129163
        22        5.4596496737        1.6651373798        9.7813090398
        23        5.6505434315        1.7167105974       10.1544652136
        24        5.8407599403        1.7670247021       10.5280293618
        25        6.0271060625        1.8136715899       10.8959755847
        26        6.2156758108        1.8657447233       11.2669655602
        27        6.4027308504        1.9155883097       11.6326965851
        28        6.5897022755        1.9642998154       11.9978444687
        29        6.7790001058        2.0143284133       12.3633899515
        30        6.9708703551        2.0639093770       12.7242789434
        31        7.1612094715        2.1149251938       13.0856776567
        32        7.3444870451        2.1631659640       13.4423964497
        33        7.5288729395        2.2093821246       13.7946448950
        34        7.7165156428        2.2614056913       14.1499856809
        35        7.9023823059        2.3105004493       14.5055479382
        36        8.0845506134        2.3580037128       14.8573159465
        37        8.2668623098        2.4091697298       15.2123797903
        38        8.4465505582        2.4622062642       15.5609392229
        39        8.6281126211        2.5127028570       15.9072759454
        40        8.8086401265        2.5626572382       16.2480802181
        41        8.9877400952        2.6100418026       16.5919014548
        42        9.1667926591        2.6594496054       16.9338786971
        43        9.3453290312        2.7075054378       17.2755533670
        44        9.5253861676        2.7545650927       17.6114284525
        45        9.7053936736        2.7980332917       17.9453404544
        46        9.8797081254        2.8444078983       18.2818592787
        47       10.0585635375        2.8939817937       18.6240543929
        48       10.2333883951        2.9393689439       18.9606588263
        49       10.4074745483        2.9854082159       19.2987216094
        50       10.5896173632        3.0324529497       19.6357320477
        51       10.7628196851        3.0772323308       19.9715240388
        52       10.9428901279        3.1254413679       20.3117569157
        53       11.1175566747        3.1718330920       20.6444055662
        54       11.2968688336        3.2182694668       20.9799012014
        55       11.4703806142        3.2690696690       21.3159981964
        56       11.6535809316        3.3170344163       21.6507250062
        57       11.8292928652        3.3609864558       21.9831937346
        58       12.0065174509        3.4056756559       22.3211476844
        59       12.1760750679        3.4526163729       22.6561991740
        60       12.3486944302        3.4987888698       22.9921542166
        61       12.5173843097        3.5424397302       23.3258638561
        62       12.6844326552        3.5884841993       23.6574251787
        63       12.8458827759        3.6345494165       23.9908659877
        64       13.0124230185        3.6810842855       24.3255794229
        65       13.1788365275        3.7263619511       24.6568596864
        66       13.3386273801        3.7733536072       24.9875566307
        67       13.5040912886        3.8202066979       25.3202839817
        68       13.6656944749        3.8660519472       25.6494385641
        69       13.8310441518        3.9106693432       25.9771454163
        70       14.0021506935        3.9548545064       26.3023479530
        71       14.1718431334        4.0006847696       26.6267266181
        72       14.3397557249        4.0469433664       26.9521290627
        73       14.5047676655        4.0907785242       27.2730112246
        74       14.6757121459        4.1367433573       27.5983107891
        75       14.8475597903        4.1808873285       27.9234554264
        76       15.0240387492        4.2245858161       28.2450311997
        77       15.1973527922        4.2703245507       28.5671647062
