# cluster_size   prob
0.000000000000000000e+00 1.869727998556542925e-01
1.000000000000000000e+00 3.445896672530711080e-01
2.000000000000000000e+00 2.778260183138617223e-01
3.000000000000000000e+00 1.322774294435172249e-01
4.000000000000000000e+00 4.646503375584525031e-02
5.000000000000000000e+00 1.013991008465274339e-02
6.000000000000000000e+00 1.687792262468612407e-03
7.000000000000000000e+00 4.134903092907513762e-05
