# cluster_size   prob
0.000000000000000000e+00 2.078060609004720172e-01
1.000000000000000000e+00 3.799316671119639111e-01
2.000000000000000000e+00 2.809285932115108131e-01
3.000000000000000000e+00 1.046785898380467317e-01
4.000000000000000000e+00 2.321887844464415318e-02
5.000000000000000000e+00 3.167008061229722050e-03
6.000000000000000000e+00 2.530098046359492356e-04
7.000000000000000000e+00 1.619262749670075246e-05
