# frac_cluster_size	cum_prob
2.564102564102564014e-02 5.409888183571450737e-01
5.128205128205128027e-02 7.073504459659316623e-01
7.692307692307692735e-02 7.926794139034577524e-01
1.025641025641025605e-01 8.478024892592292971e-01
1.282051282051281937e-01 8.859950186712006737e-01
1.538461538461538547e-01 9.130726508186873813e-01
1.794871794871794879e-01 9.329926966272399369e-01
2.051282051282051211e-01 9.479524911913385088e-01
2.307692307692307820e-01 9.592605993754017568e-01
2.564102564102563875e-01 9.683994758714690176e-01
2.820512820512820484e-01 9.754622132135191137e-01
3.076923076923077094e-01 9.810495217151509184e-01
3.333333333333333148e-01 9.853177265749324398e-01
3.589743589743589758e-01 9.887814714241049963e-01
3.846153846153846367e-01 9.915707345176577592e-01
4.102564102564102422e-01 9.937698260750431611e-01
4.358974358974359031e-01 9.953910413365980592e-01
4.615384615384615641e-01 9.966240782960905653e-01
4.871794871794871695e-01 9.975479777842573004e-01
5.128205128205127750e-01 9.982839357415611570e-01
5.384615384615384359e-01 9.987810147437496955e-01
5.641025641025640969e-01 9.991533848796647632e-01
5.897435897435897578e-01 9.994326624816011195e-01
6.153846153846154188e-01 9.996153346237481863e-01
6.410256410256410797e-01 9.997435564158321242e-01
6.666666666666666297e-01 9.998489441901476926e-01
6.923076923076922906e-01 9.998998816144002433e-01
7.179487179487179516e-01 9.999420367241265151e-01
7.435897435897436125e-01 9.999596013531790728e-01
7.692307692307692735e-01 9.999859482967580204e-01
7.948717948717948234e-01 9.999947306112842993e-01
8.205128205128204844e-01 9.999982435370947664e-01
8.461538461538461453e-01 1.000000000000000000e+00
