# frac_cluster_size	cum_prob
2.564102564102564014e-02 4.088061733999092118e-01
5.128205128205128027e-02 5.827454540599716903e-01
7.692307692307692735e-02 6.333716055646043674e-01
1.025641025641025605e-01 6.514325385169954519e-01
1.282051282051281937e-01 6.721743077621424867e-01
1.538461538461538547e-01 6.838482283517128835e-01
1.794871794871794879e-01 6.924087474299751577e-01
2.051282051282051211e-01 6.987316760567140461e-01
2.307692307692307820e-01 7.016421457370963788e-01
2.564102564102563875e-01 7.045686363514992445e-01
2.820512820512820484e-01 7.073722998050785415e-01
3.076923076923077094e-01 7.105337641184480413e-01
3.333333333333333148e-01 7.130971135617205636e-01
3.589743589743589758e-01 7.153186830792234163e-01
3.846153846153846367e-01 7.168887346132278848e-01
4.102564102564102422e-01 7.188112466956823043e-01
4.358974358974359031e-01 7.201196229740193244e-01
4.615384615384615641e-01 7.212517689781313690e-01
4.871794871794871695e-01 7.223091506234813330e-01
5.128205128205127750e-01 7.240287308750099626e-01
5.384615384615384359e-01 7.249045419347946995e-01
5.641025641025640969e-01 7.264639128461187756e-01
5.897435897435897578e-01 7.282582574564095967e-01
6.153846153846154188e-01 7.309497743718457174e-01
6.410256410256410797e-01 7.363808710047794470e-01
6.666666666666666297e-01 7.427625430562599940e-01
6.923076923076922906e-01 7.506501829056632102e-01
7.179487179487179516e-01 7.609409628581343954e-01
7.435897435897436125e-01 7.706923713652503727e-01
7.692307692307692735e-01 7.816186483671996310e-01
7.948717948717948234e-01 7.970628287629166753e-01
8.205128205128204844e-01 8.118127686844140989e-01
8.461538461538461453e-01 8.341673119542867276e-01
8.717948717948718063e-01 8.534351552695520482e-01
8.974358974358974672e-01 8.802488585084509154e-01
9.230769230769231282e-01 9.031214119783181893e-01
9.487179487179486781e-01 9.273343835945634384e-01
9.743589743589743390e-01 9.596272462684573012e-01
1.000000000000000000e+00 9.999999999999998890e-01
