# cluster_size   prob
0.000000000000000000e+00 3.723152795611065630e-02
1.000000000000000000e+00 1.841513948873584605e-01
2.000000000000000000e+00 3.180698221859071806e-01
3.000000000000000000e+00 2.774872573051632152e-01
4.000000000000000000e+00 1.343824170265748297e-01
5.000000000000000000e+00 3.972218979806232952e-02
6.000000000000000000e+00 7.936947978677872870e-03
7.000000000000000000e+00 9.659157231236138556e-04
8.000000000000000000e+00 5.252713902182794481e-05
