# cluster_size   prob
0.000000000000000000e+00 1.587795076901486746e-01
1.000000000000000000e+00 3.313625556284223728e-01
2.000000000000000000e+00 3.122532311038784258e-01
3.000000000000000000e+00 1.481024939345116087e-01
4.000000000000000000e+00 4.144975292749211032e-02
5.000000000000000000e+00 7.209767392906009549e-03
6.000000000000000000e+00 7.947881329630619414e-04
7.000000000000000000e+00 4.587911124065213253e-05
8.000000000000000000e+00 2.024078437087594057e-06
