# cluster_size   prob
0.000000000000000000e+00 2.005559565158554769e-01
1.000000000000000000e+00 3.389361270242229884e-01
2.000000000000000000e+00 2.465717894356984907e-01
3.000000000000000000e+00 1.302813989504864045e-01
4.000000000000000000e+00 5.886974303456778829e-02
5.000000000000000000e+00 1.892845865848707607e-02
6.000000000000000000e+00 5.786984828664651880e-03
7.000000000000000000e+00 6.954155201708090773e-05
