 # S(q): q, total, 1-1, 1-2 ... 1-N, 2-2 ... 2-N ...
    0.010000   -1.248630   -0.004272    0.018453   -0.039410   -0.006369    0.011300    0.003643    0.017948    0.003548   -0.118473   -0.170523   -0.029934    0.042601    0.008974    0.063683    0.012207    0.199470    0.112830   -0.048583   -0.023762   -0.331689   -0.071510   -0.042571   -0.010977   -0.004434   -0.060250   -0.013484   -0.438407   -0.000746    0.021744    0.001786   -0.041359    0.012461    0.002061    0.054998    0.046574    0.005696
    0.020000   -1.248491   -0.004185    0.018276   -0.039080   -0.006300    0.011175    0.003604    0.017791    0.003510   -0.118401   -0.170796   -0.029881    0.042812    0.009029    0.063631    0.012175    0.199970    0.112782   -0.048636   -0.023791   -0.332151   -0.071474   -0.042413   -0.010929   -0.004423   -0.060191   -0.013444   -0.437687   -0.000671    0.021579    0.001757   -0.041303    0.012422    0.002051    0.055122    0.046537    0.005681
    0.030000   -1.248224   -0.004050    0.017996   -0.038562   -0.006192    0.010978    0.003542    0.017545    0.003449   -0.118274   -0.171242   -0.029793    0.043163    0.009119    0.063541    0.012123    0.200793    0.112698   -0.048723   -0.023838   -0.332904   -0.071409   -0.042153   -0.010850   -0.004405   -0.060091   -0.013376   -0.436502   -0.000548    0.021303    0.001708   -0.041209    0.012357    0.002034    0.055325    0.046471    0.005656
    0.040000   -1.247780   -0.003880    0.017635   -0.037899   -0.006052    0.010723    0.003462    0.017229    0.003371   -0.118084   -0.171847   -0.029668    0.043652    0.009243    0.063408    0.012048    0.201922    0.112574   -0.048844   -0.023901   -0.333919   -0.071312   -0.041793   -0.010739   -0.004380   -0.059950   -0.013282   -0.434873   -0.000375    0.020918    0.001641   -0.041074    0.012266    0.002011    0.055603    0.046376    0.005620
    0.050000   -1.247105   -0.003688    0.017219   -0.037144   -0.005890    0.010429    0.003369    0.016869    0.003280   -0.117820   -0.172593   -0.029507    0.044278    0.009402    0.063225    0.011951    0.203335    0.112408   -0.048996   -0.023978   -0.335163   -0.071175   -0.041338   -0.010600   -0.004347   -0.059766   -0.013161   -0.432835   -0.000155    0.020422    0.001555   -0.040897    0.012147    0.001980    0.055951    0.046248    0.005574
    0.060000   -1.246142   -0.003489    0.016778   -0.036355   -0.005718    0.010114    0.003269    0.016491    0.003182   -0.117468   -0.173460   -0.029309    0.045039    0.009593    0.062986    0.011831    0.205006    0.112193   -0.049178   -0.024066   -0.336595   -0.070993   -0.040795   -0.010433   -0.004308   -0.059537   -0.013015   -0.430432    0.000113    0.019817    0.001452   -0.040674    0.011999    0.001943    0.056362    0.046082    0.005517
    0.070000   -1.244844   -0.003296    0.016338   -0.035587   -0.005545    0.009797    0.003169    0.016120    0.003083   -0.117017   -0.174426   -0.029076    0.045933    0.009816    0.062682    0.011688    0.206907    0.111929   -0.049389   -0.024162   -0.338170   -0.070758   -0.040171   -0.010240   -0.004261   -0.059265   -0.012845   -0.427721    0.000426    0.019105    0.001332   -0.040403    0.011821    0.001900    0.056828    0.045876    0.005450
    0.080000   -1.243180   -0.003118    0.015922   -0.034890   -0.005379    0.009494    0.003072    0.015780    0.002987   -0.116453   -0.175467   -0.028808    0.046959    0.010068    0.062307    0.011522    0.209007    0.111611   -0.049629   -0.024264   -0.339845   -0.070464   -0.039476   -0.010024   -0.004208   -0.058950   -0.012653   -0.424769    0.000785    0.018286    0.001197   -0.040083    0.011614    0.001850    0.057344    0.045626    0.005372
    0.090000   -1.241132   -0.002962    0.015550   -0.034303   -0.005229    0.009216    0.002982    0.015488    0.002899   -0.115765   -0.176561   -0.028506    0.048118    0.010347    0.061854    0.011332    0.211276    0.111241   -0.049896   -0.024368   -0.341575   -0.070104   -0.038720   -0.009787   -0.004149   -0.058594   -0.012440   -0.421652    0.001187    0.017363    0.001047   -0.039714    0.011376    0.001795    0.057900    0.045329    0.005284
    0.100000   -1.238703   -0.002832    0.015233   -0.033852   -0.005098    0.008972    0.002902    0.015257    0.002820   -0.114945   -0.177687   -0.028174    0.049407    0.010653    0.061319    0.011119    0.213682    0.110821   -0.050193   -0.024473   -0.343318   -0.069673   -0.037916   -0.009532   -0.004083   -0.058201   -0.012208   -0.418454    0.001632    0.016338    0.000883   -0.039296    0.011108    0.001733    0.058490    0.044984    0.005186
