# Output from lmp_rdf_msd_13
         0        0.0000000000        0.0000000000        0.0000000000
         1        0.5626841873        0.2902406909        0.8979830712
         2        0.6997675741        0.3131987143        1.1487401365
         3        0.8219950630        0.3504287108        1.3581534069
         4        0.9274932180        0.3811017950        1.5436942769
         5        1.0222250315        0.4030295865        1.7154532989
         6        1.1074711420        0.4238028397        1.8771446082
         7        1.1949532168        0.4448798120        2.0350743545
         8        1.2758628204        0.4647123821        2.1838382162
         9        1.3515136791        0.4831697568        2.3273454042
        10        1.4251438294        0.4989346182        2.4682150876
        11        1.4943385983        0.5146027000        2.6059842839
        12        1.5616719878        0.5332900640        2.7349674952
        13        1.6280808715        0.5503150872        2.8629427634
        14        1.6940369739        0.5665999515        2.9927410960
        15        1.7565155197        0.5830756609        3.1169776318
        16        1.8182727616        0.5964027704        3.2450561028
        17        1.8765085103        0.6108756117        3.3675548938
        18        1.9352669863        0.6240580720        3.4864247735
        19        1.9930335145        0.6349659589        3.6066689367
        20        2.0471256914        0.6483160719        3.7235174927
        21        2.1012104718        0.6613810483        3.8405713364
        22        2.1541872691        0.6721669781        3.9515427513
        23        2.2068519987        0.6835793267        4.0677762502
        24        2.2580746998        0.6967871186        4.1800593293
        25        2.3083985140        0.7091061095        4.2916855715
        26        2.3637524402        0.7218088855        4.4021356748
        27        2.4165835713        0.7349644828        4.5129174115
        28        2.4638059618        0.7444066033        4.6189337866
        29        2.5151012026        0.7567522740        4.7281554541
        30        2.5608226743        0.7672791647        4.8396231152
        31        2.6092029931        0.7786731463        4.9488980858
        32        2.6557566558        0.7890864954        5.0561978303
        33        2.7049537323        0.8004610299        5.1648356931
        34        2.7527116532        0.8120293872        5.2722253790
        35        2.7974260737        0.8209468940        5.3730001575
        36        2.8453455850        0.8319013044        5.4756813815
        37        2.8932149264        0.8425882006        5.5786744406
        38        2.9379292820        0.8521632188        5.6794343977
        39        2.9820238396        0.8631454252        5.7815739611
        40        3.0257180462        0.8713017502        5.8821120399
        41        3.0673867547        0.8808712469        5.9801242779
        42        3.1109328627        0.8913442460        6.0825812166
        43        3.1588217378        0.8995005021        6.1838327706
        44        3.2047419176        0.9106751950        6.2853294916
        45        3.2490951750        0.9201258765        6.3865188571
        46        3.2909071938        0.9273088144        6.4829876823
        47        3.3305935821        0.9376792271        6.5853305985
        48        3.3736864319        0.9466104125        6.6855560809
        49        3.4113063564        0.9549114503        6.7821907575
        50        3.4507763800        0.9647423172        6.8808317868
        51        3.4888294722        0.9738378643        6.9764061555
        52        3.5280131653        0.9853034691        7.0737041729
        53        3.5674394031        0.9935914353        7.1716013699
        54        3.6044984518        1.0055153504        7.2684481269
        55        3.6427512598        1.0145960737        7.3632710903
        56        3.6766845903        1.0237207863        7.4541104799
        57        3.7153924929        1.0335685662        7.5526075073
        58        3.7571058682        1.0438901627        7.6481976756
        59        3.7944444561        1.0524938088        7.7449916113
        60        3.8326475677        1.0617154364        7.8428107162
        61        3.8674113295        1.0716364206        7.9398496392
        62        3.9049268090        1.0811927598        8.0368823229
        63        3.9416269881        1.0912193289        8.1322905184
        64        3.9792840453        1.0990188186        8.2235531863
        65        4.0160081669        1.1080585163        8.3232946457
        66        4.0540556526        1.1172282915        8.4191636124
        67        4.0899209134        1.1278406751        8.5141309682
        68        4.1263442391        1.1360705628        8.6096806319
        69        4.1603625781        1.1461447890        8.7026545060
        70        4.1992906585        1.1550773932        8.8003517278
        71        4.2366422490        1.1639284642        8.8935197547
        72        4.2710790347        1.1732720116        8.9903372211
        73        4.3040878735        1.1833386726        9.0816864212
        74        4.3378020712        1.1919040523        9.1769120685
        75        4.3733847943        1.1991594772        9.2682050261
        76        4.4068669994        1.2093226077        9.3560836266
        77        4.4417479470        1.2158014948        9.4480426794
        78        4.4755822697        1.2249423232        9.5400878301
        79        4.5073028314        1.2302962442        9.6291143157
        80        4.5431661095        1.2391349028        9.7174332333
        81        4.5743760716        1.2484527473        9.8075777041
        82        4.6101957019        1.2570607513        9.8969957609
        83        4.6470324044        1.2650798599        9.9875322309
        84        4.6828519958        1.2745519509       10.0802520994
