# Output from lmp_rdf_msd_13
 # RDF of COM: 1-1, 1-2 ... 1-N, 2-2 ... 2-N ...
        0.1000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        0.2000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        0.3000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        0.4000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        0.5000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        0.6000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        0.7000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        0.8000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        0.9000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        1.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        1.1000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        1.2000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        1.3000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        1.4000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        1.5000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        1.6000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        1.7000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        1.8000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        1.9000000000        0.0000000000        0.0000000000        0.0104968003        0.0000000000        0.0000000000        0.0000000000
        2.0000000000        0.0000000000        0.0000000000        2.0982666358        0.0000000000        0.0000000000        0.0000000000
        2.1000000000        0.0000000000        0.0000000000       14.7859372505        0.0000000000        0.0000000000        0.0000000000
        2.2000000000        0.0000000000        0.0000000000       17.3690669614        0.0000000000        0.0000000000        0.0000000000
        2.3000000000        0.0000000000        0.0000000000        8.6062980941        0.0000000000        0.0000000000        0.0000000000
        2.4000000000        0.0012860663        0.0000000000        3.4249759306        0.0000000000        0.0000000000        0.0012429438
        2.5000000000        0.0071114322        0.0000000000        1.4129868795        0.0000000000        0.0000000000        0.1593768121
        2.6000000000        0.0367099636        0.0008218649        0.7173124069        0.0000000000        0.0000000000        1.4514994302
        2.7000000000        0.1503903705        0.0083832470        0.4316167157        0.0000000000        0.0000000000        3.2622700981
        2.8000000000        0.3292854658        0.0302356812        0.3103518241        0.0000000000        0.0000847956        3.4889685098
        2.9000000000        0.5496350708        0.1125254492        0.2588045807        0.0000000000        0.0015809687        3.0253741873
        3.0000000000        0.8317247988        0.3051578121        0.2584584364        0.0000000000        0.0062786416        2.8344155869
        3.1000000000        1.1223384189        0.6758311874        0.2785784525        0.0000000000        0.0188855022        2.8434290305
        3.2000000000        1.1759066853        1.2516841232        0.3304510265        0.0000000000        0.0455100530        2.8302295594
        3.3000000000        1.1727224091        1.8369703398        0.4079743517        0.0000000000        0.0952326782        2.6431983243
        3.4000000000        1.0739944138        2.2864033822        0.5067642083        0.0000000000        0.1852346249        2.3544124620
        3.5000000000        0.9345849066        2.3676050182        0.6182886701        0.0000000000        0.3428726251        2.0836356150
        3.6000000000        0.8319420012        2.1438725255        0.7523597787        0.0000000000        0.5676938482        1.7777594472
        3.7000000000        0.7348220234        1.8627575960        0.9099808284        0.0000000000        0.8520963550        1.5613218562
        3.8000000000        0.6238098442        1.6418613539        1.0375718751        0.0000000000        1.1717743872        1.3586910936
        3.9000000000        0.5481534193        1.4760692809        1.1364057264        0.0000000000        1.4361982987        1.2177338238
        4.0000000000        0.4912258847        1.3745991063        1.2385174630        0.0002314919        1.6833499898        1.0813312434
        4.1000000000        0.4389120126        1.2896345431        1.2893351103        0.0002203374        1.8375062030        1.0148028774
        4.2000000000        0.4100714266        1.2447022104        1.3050981989        0.0002099700        1.8627893092        0.9601004952
        4.3000000000        0.4190642524        1.2534868831        1.3093164033        0.0024038102        1.8368397520        0.9314519728
        4.4000000000        0.4222336357        1.2812408962        1.2724207543        0.0040176286        1.7316322709        0.8921336720
        4.5000000000        0.4678766365        1.2887641833        1.2417757907        0.0073162883        1.6443967636        0.8479034584
        4.6000000000        0.5167215049        1.3035315200        1.1691762090        0.0122528812        1.5486385149        0.8110327886
        4.7000000000        0.5871867844        1.3161401096        1.0878720963        0.0223003547        1.4788054406        0.7797183725
        4.8000000000        0.6772746663        1.3391969161        1.0108439914        0.0405110885        1.4470595442        0.7638510897
        4.9000000000        0.7568176127        1.3586002272        0.9338727622        0.0786744767        1.4358625979        0.7580588217
        5.0000000000        0.8467048991        1.3467274774        0.8688901364        0.1382284638        1.4446844172        0.7626527925
        5.1000000000        0.9291717781        1.2696544940        0.8083128102        0.2006441433        1.4533783818        0.7708212517
        5.2000000000        1.0355497182        1.1601307326        0.7725564766        0.2879266545        1.4548096742        0.7926303861
        5.3000000000        1.0957339834        1.0740434611        0.7346140884        0.3804082481        1.4566611639        0.8132967334
        5.4000000000        1.1877536780        1.0456830451        0.7077036810        0.4874985153        1.4349454734        0.8363057599
        5.5000000000        1.2129105993        1.0399000323        0.6963999480        0.5999658729        1.3919647786        0.8763367402
        5.6000000000        1.2050572481        1.0684651960        0.6905540075        0.6908144511        1.3234682193        0.8859398750
        5.7000000000        1.1878835118        1.0757071801        0.6815144763        0.7885403312        1.2500400032        0.9150930722
        5.8000000000        1.2182916784        1.0841309544        0.6979779311        0.8953590536        1.1869320344        0.9219621823
        5.9000000000        1.1719171112        1.0673234558        0.7142417722        0.9614529705        1.1152018516        0.9138308222
        6.0000000000        1.1152766971        1.0641941436        0.7289318276        1.0360550129        1.0766762415        0.9002359944
        6.1000000000        1.0466595818        1.0320272510        0.7563789467        1.1162378079        1.0420220543        0.8777859256
        6.2000000000        0.9887909388        1.0047376256        0.7811195918        1.1782240888        1.0099938928        0.8509402532
        6.3000000000        0.9342265578        0.9786935396        0.8038537269        1.2321973298        0.9912666155        0.8272312161
